customer_id,invoice_id,product_name,category,quantity,unit_price,total_amount,transaction_date,country,city
CUST0856,INV891005,Tablet,Electronics,1,31848.11,31848.11,2025-12-07 22:46:41,India,Bangalore
CUST0765,INV911017,Bedding,Home & Kitchen,1,38887.97,38887.97,2026-02-18 22:46:41,India,Pune
CUST0529,INV277647,Decor,Home & Kitchen,4,45974.68,183898.72,2025-04-18 22:46:41,India,Ahmedabad
CUST0382,INV188117,Pressure Cooker,Home & Kitchen,2,10724.08,21448.16,2026-01-29 22:46:41,India,Surat
CUST0639,INV479773,Utensils,Home & Kitchen,2,3110.79,6221.58,2025-12-01 22:46:41,India,Mumbai
CUST1191,INV407772,Rice,Groceries,1,6622.34,6622.34,2025-08-15 22:46:41,India,Pune
CUST0019,INV421693,Saree,Fashion,2,39587.25,79174.5,2026-01-14 22:46:41,India,Ahmedabad
CUST0491,INV375457,Bedding,Home & Kitchen,4,28360.43,113441.72,2025-09-29 22:46:41,India,Chennai
CUST0761,INV697706,Refrigerator,Electronics,3,3411.76,10235.28,2026-01-08 22:46:41,India,Kolkata
CUST1465,INV298808,Handbag,Fashion,5,42557.58,212787.90000000002,2025-10-19 22:46:41,India,Pune
CUST0202,INV727660,Tea,Groceries,3,27191.17,81573.51,2026-01-14 22:46:41,India,Ahmedabad
CUST0080,INV383720,Oil,Groceries,2,14674.8,29349.6,2025-08-29 22:46:41,India,Chennai
CUST0263,INV615660,Watch,Fashion,2,12367.96,24735.92,2025-06-05 22:46:41,India,Mumbai
CUST0497,INV109696,Smartwatch,Electronics,5,22374.49,111872.45000000001,2025-09-28 22:46:41,India,Jaipur
CUST0178,INV478213,Magazine,Books & Media,1,18218.0,18218.0,2025-10-05 22:46:41,India,Kolkata
CUST0838,INV675933,Oil,Groceries,3,993.85,2981.55,2025-09-21 22:46:41,India,Delhi
CUST1318,INV920763,Tablet,Electronics,4,26050.6,104202.4,2025-04-08 22:46:41,India,Chennai
CUST0628,INV977253,Refrigerator,Electronics,4,45851.81,183407.24,2025-04-27 22:46:41,India,Pune
CUST0753,INV868814,Jeans,Fashion,4,32110.35,128441.4,2025-09-20 22:46:41,India,Bangalore
CUST1198,INV241505,Furniture,Home & Kitchen,2,47056.64,94113.28,2025-12-14 22:46:41,India,Kolkata
CUST0157,INV532044,Smartphone,Electronics,5,34498.19,172490.95,2025-05-31 22:46:41,India,Ahmedabad
CUST1115,INV767679,Watch,Fashion,4,1806.04,7224.16,2025-05-07 22:46:41,India,Jaipur
CUST0243,INV664621,Jeans,Fashion,3,4771.28,14313.84,2025-04-19 22:46:41,India,Delhi
CUST1170,INV168158,T-Shirt,Fashion,4,26174.43,104697.72,2025-08-26 22:46:41,India,Surat
CUST1098,INV119753,Book,Books & Media,5,4833.79,24168.95,2025-09-25 22:46:41,India,Delhi
CUST1318,INV360858,Oil,Groceries,5,6832.89,34164.450000000004,2025-08-16 22:46:41,India,Ahmedabad
CUST1176,INV334671,Kurti,Fashion,5,5100.76,25503.800000000003,2025-08-03 22:46:41,India,Bangalore
CUST1255,INV142464,Spices,Groceries,5,16665.68,83328.4,2026-01-15 22:46:41,India,Chennai
CUST0963,INV587224,Smartphone,Electronics,4,3572.44,14289.76,2026-01-20 22:46:41,India,Jaipur
CUST0819,INV200306,Gaming Console,Books & Media,5,19350.62,96753.09999999999,2025-09-10 22:46:41,India,Chennai
CUST1493,INV971329,T-Shirt,Fashion,1,6885.81,6885.81,2025-05-14 22:46:41,India,Jaipur
CUST1034,INV510995,Shoes,Fashion,2,3355.82,6711.64,2025-11-04 22:46:41,India,Surat
CUST0242,INV666474,Spices,Groceries,3,44951.42,134854.26,2025-08-01 22:46:41,India,Surat
CUST0895,INV403167,Bedding,Home & Kitchen,5,20569.8,102849.0,2026-02-08 22:46:41,India,Bangalore
CUST0259,INV665403,Refrigerator,Electronics,1,35621.77,35621.77,2025-05-29 22:46:41,India,Bangalore
CUST1392,INV281335,Headphones,Books & Media,1,24159.59,24159.59,2025-07-14 22:46:41,India,Kolkata
CUST1348,INV859754,Gaming Console,Books & Media,5,2703.2,13516.0,2025-07-03 22:46:41,India,Mumbai
CUST0602,INV549400,Laptop,Electronics,1,30367.61,30367.61,2026-03-18 22:46:41,India,Mumbai
CUST1390,INV694969,DVD,Books & Media,4,35570.71,142282.84,2025-04-22 22:46:41,India,Chennai
CUST0767,INV961518,Jewelry,Fashion,4,32327.59,129310.36,2025-08-29 22:46:41,India,Hyderabad
CUST0578,INV881828,Pressure Cooker,Home & Kitchen,3,33019.55,99058.65000000001,2026-01-22 22:46:41,India,Mumbai
CUST1126,INV114813,Watch,Fashion,3,38562.11,115686.33,2026-01-22 22:46:41,India,Kolkata
CUST0575,INV198277,Jewelry,Fashion,4,29628.16,118512.64,2026-02-09 22:46:41,India,Kolkata
