customer_id,invoice_id,product_name,category,quantity,unit_price,total_amount,transaction_date,country,city
CUST1635,INV716659,Saree,Fashion,4,32078.08,128312.32,2025-06-26 22:46:42,India,Bangalore
CUST0845,INV522860,Smartphone,Electronics,1,5869.09,5869.09,2025-09-21 22:46:42,India,Bangalore
CUST1997,INV602865,Book,Books & Media,5,46769.65,233848.25,2026-01-30 22:46:42,India,Bangalore
CUST0054,INV506016,Jewelry,Fashion,5,33702.92,168514.59999999998,2025-09-05 22:46:42,India,Delhi
CUST0102,INV699123,Mixer Grinder,Home & Kitchen,2,2208.06,4416.12,2026-02-24 22:46:42,India,Bangalore
CUST1750,INV322568,Tea,Groceries,2,19750.93,39501.86,2025-10-26 22:46:42,India,Delhi
CUST0189,INV516650,Magazine,Books & Media,3,30326.74,90980.22,2025-04-23 22:46:42,India,Hyderabad
CUST0817,INV473311,Refrigerator,Electronics,4,45341.22,181364.88,2025-08-13 22:46:42,India,Jaipur
CUST0915,INV504584,TV,Electronics,1,9342.33,9342.33,2025-10-31 22:46:42,India,Pune
CUST0835,INV950869,T-Shirt,Fashion,4,30146.99,120587.96,2025-09-23 22:46:42,India,Pune
CUST0720,INV521111,Handbag,Fashion,3,4031.69,12095.07,2025-09-30 22:46:42,India,Surat
CUST1570,INV101334,Decor,Home & Kitchen,4,16145.36,64581.44,2025-04-08 22:46:42,India,Mumbai
CUST0560,INV114547,Headphones,Electronics,4,30766.0,123064.0,2025-07-15 22:46:42,India,Delhi
CUST0746,INV683578,Spices,Groceries,4,12268.59,49074.36,2025-09-01 22:46:42,India,Ahmedabad
CUST1470,INV903522,Jewelry,Fashion,1,27183.98,27183.98,2025-12-14 22:46:42,India,Pune
CUST0639,INV634782,Book,Books & Media,3,24563.37,73690.11,2026-02-07 22:46:42,India,Pune
CUST0054,INV105636,Mixer Grinder,Home & Kitchen,4,45509.58,182038.32,2025-08-02 22:46:42,India,Kolkata
CUST1909,INV166827,Book,Books & Media,5,40461.71,202308.55,2025-08-15 22:46:42,India,Ahmedabad
CUST1471,INV355213,Decor,Home & Kitchen,2,15674.61,31349.22,2025-11-18 22:46:42,India,Delhi
CUST0597,INV611362,Bedding,Home & Kitchen,4,24726.0,98904.0,2025-08-01 22:46:42,India,Hyderabad
CUST1223,INV221068,Decor,Home & Kitchen,3,41738.29,125214.87,2025-06-13 22:46:42,India,Surat
CUST1604,INV143936,Tea,Groceries,1,40349.02,40349.02,2026-02-06 22:46:42,India,Bangalore
CUST0684,INV756641,Shoes,Fashion,3,46583.02,139749.06,2025-09-04 22:46:42,India,Delhi
CUST0115,INV686674,Tablet,Electronics,3,5744.24,17232.72,2025-09-24 22:46:42,India,Mumbai
CUST1948,INV620448,Mixer Grinder,Home & Kitchen,4,9617.66,38470.64,2025-06-07 22:46:42,India,Surat
CUST1467,INV638657,Washing Machine,Electronics,3,4986.79,14960.369999999999,2025-11-26 22:46:42,India,Pune
CUST0839,INV993768,Coffee,Groceries,2,6777.14,13554.28,2025-04-18 22:46:42,India,Hyderabad
CUST1403,INV522981,Headphones,Electronics,1,16869.62,16869.62,2025-05-05 22:46:42,India,Ahmedabad
CUST0151,INV976387,Sugar,Groceries,2,4244.76,8489.52,2026-01-19 22:46:42,India,Hyderabad
CUST1316,INV539226,Saree,Fashion,4,18858.99,75435.96,2026-01-03 22:46:42,India,Delhi
CUST0389,INV866895,TV,Electronics,5,25342.85,126714.25,2025-08-13 22:46:42,India,Mumbai
CUST1409,INV715922,Gaming Console,Books & Media,4,41668.31,166673.24,2025-06-02 22:46:42,India,Hyderabad
CUST0920,INV292251,Watch,Fashion,5,19139.3,95696.5,2025-06-23 22:46:42,India,Ahmedabad
CUST1167,INV354700,Furniture,Home & Kitchen,2,32626.28,65252.56,2026-02-10 22:46:42,India,Chennai
CUST0657,INV767132,Coffee,Groceries,2,47284.73,94569.46,2025-11-18 22:46:42,India,Delhi
CUST0398,INV780972,Saree,Fashion,2,3808.93,7617.86,2025-12-09 22:46:42,India,Mumbai
CUST1027,INV631015,Decor,Home & Kitchen,3,30279.66,90838.98,2025-11-21 22:46:42,India,Ahmedabad
CUST0116,INV185919,Shoes,Fashion,1,35843.8,35843.8,2025-11-17 22:46:42,India,Pune
CUST0663,INV548102,Decor,Home & Kitchen,5,42819.34,214096.69999999998,2026-01-13 22:46:42,India,Ahmedabad
CUST0104,INV903535,Shoes,Fashion,1,38380.49,38380.49,2026-02-08 22:46:42,India,Surat
CUST0285,INV824929,Laptop,Electronics,3,24996.4,74989.20000000001,2025-12-27 22:46:42,India,Mumbai
CUST1180,INV749167,Jewelry,Fashion,5,32625.28,163126.4,2025-10-20 22:46:42,India,Ahmedabad
CUST1662,INV802342,Headphones,Books & Media,5,1575.93,7879.650000000001,2025-07-08 22:46:42,India,Chennai
CUST1928,INV555673,Jeans,Fashion,2,10092.78,20185.56,2025-07-07 22:46:42,India,Bangalore
