customer_id,invoice_id,product_name,category,quantity,unit_price,total_amount,transaction_date,country,city
CUST0980,INV680493,Wheat Flour,Groceries,5,21214.18,106070.9,2025-05-14 22:46:42,India,Pune
CUST0379,INV186245,Sugar,Groceries,5,26590.04,132950.2,2026-03-21 22:46:42,India,Kolkata
CUST0163,INV710356,Bedding,Home & Kitchen,2,43861.64,87723.28,2025-12-06 22:46:42,India,Mumbai
CUST0115,INV989371,Rice,Groceries,4,7561.2,30244.8,2026-01-21 22:46:42,India,Bangalore
CUST0903,INV872073,DVD,Books & Media,1,40546.21,40546.21,2025-11-26 22:46:42,India,Kolkata
CUST0676,INV489790,Rice,Groceries,4,13105.05,52420.2,2026-03-10 22:46:42,India,Pune
CUST0378,INV666015,Smartphone,Electronics,5,9147.82,45739.1,2025-09-14 22:46:42,India,Pune
CUST0967,INV629571,Utensils,Home & Kitchen,3,40769.02,122307.06,2026-01-17 22:46:42,India,Surat
CUST0671,INV285225,Saree,Fashion,1,20017.42,20017.42,2026-02-09 22:46:42,India,Delhi
CUST0326,INV924091,Headphones,Electronics,3,29262.29,87786.87,2026-03-04 22:46:42,India,Pune
CUST0911,INV440972,Gaming Console,Books & Media,1,11818.51,11818.51,2025-07-20 22:46:42,India,Jaipur
CUST0844,INV740197,Jeans,Fashion,3,33881.08,101643.24,2025-12-04 22:46:42,India,Hyderabad
CUST0507,INV474554,Smartwatch,Electronics,4,22073.97,88295.88,2025-10-29 22:46:42,India,Jaipur
CUST0894,INV247700,DVD,Books & Media,3,36670.78,110012.34,2025-09-29 22:46:42,India,Chennai
CUST0116,INV850331,DVD,Books & Media,4,27796.98,111187.92,2025-08-17 22:46:42,India,Kolkata
CUST0923,INV460693,Spices,Groceries,1,23509.41,23509.41,2025-09-05 22:46:42,India,Chennai
CUST0176,INV390889,Headphones,Books & Media,5,10662.33,53311.65,2025-04-29 22:46:42,India,Chennai
CUST0028,INV841905,Pressure Cooker,Home & Kitchen,5,10209.11,51045.55,2025-09-12 22:46:42,India,Delhi
CUST0981,INV658940,Sugar,Groceries,3,17860.98,53582.94,2025-04-10 22:46:42,India,Jaipur
CUST0614,INV373030,Jewelry,Fashion,2,4129.92,8259.84,2025-07-10 22:46:42,India,Delhi
CUST0839,INV360530,Coffee,Groceries,1,39187.29,39187.29,2025-12-03 22:46:42,India,Hyderabad
CUST0521,INV534963,Milk Powder,Groceries,5,31184.03,155920.15,2025-05-25 22:46:42,India,Ahmedabad
CUST0153,INV951798,Smartwatch,Electronics,4,40637.92,162551.68,2026-01-05 22:46:42,India,Jaipur
CUST0173,INV337293,Jeans,Fashion,3,29130.26,87390.78,2025-08-06 22:46:42,India,Mumbai
CUST0417,INV730444,Furniture,Home & Kitchen,2,32693.67,65387.34,2025-08-20 22:46:42,India,Surat
CUST0942,INV527270,Handbag,Fashion,4,38058.22,152232.88,2025-10-03 22:46:42,India,Kolkata
CUST0878,INV810335,Wheat Flour,Groceries,4,12370.68,49482.72,2025-10-04 22:46:42,India,Bangalore
CUST0298,INV496935,Oil,Groceries,5,36059.75,180298.75,2025-06-25 22:46:42,India,Delhi
CUST0679,INV132341,Handbag,Fashion,3,25249.84,75749.52,2025-07-24 22:46:42,India,Surat
CUST0235,INV560956,Bedding,Home & Kitchen,1,8494.91,8494.91,2025-06-14 22:46:42,India,Surat
CUST0625,INV922414,DVD,Books & Media,2,8463.95,16927.9,2025-11-05 22:46:42,India,Pune
CUST0414,INV351104,Tablet,Electronics,3,33055.92,99167.76,2026-03-26 22:46:42,India,Jaipur
CUST0890,INV550870,T-Shirt,Fashion,4,7132.38,28529.52,2026-01-03 22:46:42,India,Hyderabad
CUST0159,INV432696,Saree,Fashion,5,6337.54,31687.7,2025-12-24 22:46:42,India,Bangalore
CUST0733,INV717145,Spices,Groceries,5,28750.08,143750.40000000002,2026-03-27 22:46:42,India,Ahmedabad
CUST0029,INV351103,Watch,Fashion,5,30225.77,151128.85,2025-12-27 22:46:42,India,Ahmedabad
CUST0312,INV948787,Coffee,Groceries,2,16099.51,32199.02,2025-09-28 22:46:42,India,Mumbai
